id,reference
164,24.3416
165,34.1049
166,56.7
167,67.6476
168,37.1437
169,7.46219
170,45.994
171,8.12418
172,35.7385
173,26.3886
174,68.6432
175,28.9553
176,66.081
177,29.5493
178,75.4442
179,48.6607
180,48.2618
181,37.613
182,66.5309
183,84.0502
184,43.2467
185,81.8791
186,58.175
187,80.9234
188,45.8128
189,46.1309
190,81.5237
191,55.7538
192,40.186
193,92.0074
194,75.3293
195,53.168
196,30.1803
197,64.4833
198,78.1538
199,27.6861
200,52.9109
201,38.8288
202,38.5366
203,14.0311
204,62.8838
205,23.5434
206,29.5418
207,79.6993
208,44.1381
209,55.0674
210,74.7835
211,62.997
212,54.8242
213,51.481
214,46.9517
215,66.5428
216,57.0465
217,30.133
218,47.7052
219,58.2548
220,8.48278
221,31.8617
222,56.907
223,39.3078
224,59.2283
225,32.3615
226,9.74854
227,64.113
228,33.8702
229,81.3238
230,36.3906
231,70.055
232,43.0556
233,39.4647
234,41.3047
235,46.1607
236,50.089
237,54.7057
238,35.7257
239,52.8461
240,71.3574
241,47.5618
242,50.8806
243,57.2316
244,64.0382
245,46.3335
246,5.64582
247,43.9381
248,34.7667
249,10.6286
250,53.8625
251,54.3666
252,58.5442
253,78.4308
254,74.8892
255,39.0367
256,13.4094
257,88.8051
258,11.9216
259,82.0851
260,68.7279
261,56.5906
262,30.7675
263,48.2112
264,50.103
265,55.9793
266,-6.44856
267,80.0828
268,15.3164
269,71.7584
270,50.6244
271,51.1671
272,79.6155
273,18.7119
274,65.6922
275,46.2924
276,52.6154
277,46.3949
278,47.498
279,44.3227
280,57.9965
281,72.0798
282,7.08722
283,35.5049
284,66.9208
285,53.7963
286,20.8793
287,55.5673
288,43.901
289,44.242
290,25.8022
291,15.4292
292,29.787
293,43.0238
294,54.0226
295,63.0007
296,33.5044
297,6.05636
298,26.2627
299,69.7375
300,43.896
301,58.2524
302,35.1694
303,50.4663
304,7.97416
305,7.49431
306,55.0436
307,72.3505
308,53.129
309,27.4667
310,53.9011
311,50.3389
312,31.154
313,55.8629
314,52.2671
315,58.2117
316,56.6646
317,68.5843
318,17.8262
319,1.91313
320,35.869
321,6.30235
322,9.27406
323,40.5206
324,36.2859
325,29.1746
326,77.3763
327,56.1524
328,70.8599
329,56.4507
330,50.1454
331,76.4377
332,87.2824
333,39.1691
334,33.9739
335,73.5053
336,88.8918
337,40.4151
338,35.3176
339,87.476
340,75.5837
341,40.2271
342,87.6122
343,43.7172
344,8.75214
345,43.4545
346,75.0442
347,76.4171
348,49.8493
349,40.654
350,52.5838
351,64.7937
352,56.4353
353,32.557
354,60.1731
355,38.8486
356,45.9876
357,30.2868
358,49.3791
359,54.197
360,48.1776
361,45.8167
362,43.965
363,67.4738
364,16.5873
365,48.266
366,19.067
367,60.7184
368,41.1072
369,49.237
370,27.6225
371,21.9681
372,84.3116
373,54.193
374,51.4392
375,50.1177
376,9.03997
377,15.1796
378,37.8813
379,27.0143
380,37.3964
381,2.11165
382,3.7558
383,36.5293
384,83.62
385,47.7753
386,25.3673
387,53.7599
388,64.5482
389,49.2441
390,46.3976
391,44.5839
392,40.652
393,14.9488
394,74.8797
395,79.506
396,4.69868
397,57.0453
398,60.5723
399,10.6785
400,54.6247
401,39.1628
402,20.8808
403,30.3012
404,82.438
405,14.5737
406,90.0313
407,55.9247
408,48.8332
409,62.0315
410,50.2051
411,43.4162
412,63.7512
413,64.1262
414,80.7482
415,84.4965
416,41.3581
417,37.1265
418,47.656
419,49.0036
420,32.3701
421,14.0923
422,-7.57493
423,57.3936
424,38.2222
425,50.7933
426,75.6797
427,47.1244
428,31.9682
429,36.8151
430,35.9982
431,24.2212
432,33.7484
433,3.11192
434,32.2798
435,84.1522
436,53.8752
437,37.7648
438,72.9496
439,57.0223
440,59.9379
441,21.0295
442,27.7948
443,49.6209
444,71.5433
445,54.6457
446,31.2728
447,66.8172
448,46.8247
449,53.4173
450,58.1542
451,0.999372
452,36.2885
453,66.0042
454,86.4818
455,61.7584
456,35.9042
457,73.2005
458,32.8822
459,78.9568
460,29.8089
461,41.3188
462,55.8018
463,48.6691
464,50.8699
465,77.719
466,28.3543
467,48.7062
468,50.624
469,5.80198
470,80.6869
471,41.9195
472,58.215
473,51.2471
474,75.2863
475,34.3779
476,26.6373
477,36.8181
478,33.2821
479,40.2479
480,48.1564
481,65.5936
482,32.4924
483,33.8063
484,65.8316
485,67.8259
486,65.7958
487,92.0189
488,38.3216
489,45.9118
490,52.4853
491,44.2829
492,53.2777
493,39.7859
494,46.4
495,23.7047
496,90.9856
497,34.4432
498,36.9624
499,18.7745
500,48.6952
501,54.8046
502,78.6154
503,48.7232
504,16.719
505,79.4287
506,15.3589
507,29.4707
508,37.7081
509,7.55749
510,40.9894
511,48.3895
512,52.7637
513,24.9189
514,49.0557
515,40.3444
516,28.9416
517,53.6761
518,83.0432
519,35.9504
520,77.4177
521,42.1434
522,72.2697
523,12.1172
524,27.169
525,69.4026
526,21.5296
527,41.0198
528,78.8803
529,29.9313
530,70.1323
531,33.7038
532,56.8224
533,24.7162
534,31.3043
535,74.2495
536,79.1787
537,13.7975
538,46.4114
539,75.9567
540,43.2876
541,63.3484
542,63.8623
543,62.1278
544,19.2461
545,38.9554
546,75
547,26.8938
548,59.4013
549,75.7699
550,36.9441
551,26.0393
552,85.247
553,24.594
554,51.8297
555,16.7167
556,83.1199
557,47.7974
558,54.8885
559,37.7995
560,69.6058
561,28.9808
562,45.2453
563,42.5371
564,13.6756
565,37.1154
566,81.4073
567,80.3493
568,29.4955
569,14.3358
570,81.7957
571,57.3114
572,45.1266
573,40.8896
574,37.9652
575,66.9777
576,48.0565
577,42.6744
578,10.7141
579,84.6439
580,75.1237
581,77.8835
582,15.462
583,48.5889
584,18.1348
585,47.2032
586,35.0955
587,24.8476
588,47.7548
589,55.9542
590,43.0852
591,51.3199
592,44.8039
593,46.657
594,65.5059
595,69.3942
596,34.8049
597,11.2813
598,51.236
599,51.3957
600,46.4161
601,89.0624
602,30.9721
603,25.9531
604,36.9217
605,64.858
606,62.5376
607,63.9217
608,80.4713
609,69.9479
610,61.3062
611,52.9092
612,55.6739
613,43.5182
614,3.68595
615,48.0894
616,41.3627
617,24.0746
618,81.4447
619,52.7934
620,41.3982
621,92.8952
622,51.7532
623,47.1304
624,49.7719
625,45.0191
626,8.6956
627,48.3099
628,49.304
629,74.1076
630,31.4672
631,51.8634
632,57.8615
633,34.7252
634,83.5267
635,47.5177
636,61.1447
637,7.57384
638,53.9904
639,58.6614
640,38.0902
641,36.7539
642,15.6433
643,72.0132
644,23.9242
645,30.0955
646,46.8554
647,68.1629
648,75.3037
649,27.6504
650,56.7922
651,66.4594
652,10.5147
653,41.1585
654,45.1893
655,48.6234
656,57.154
657,4.15003
658,68.2226
659,40.4452
660,36.5956
661,32.1441
662,48.5356
663,48.4106
664,53.2932
665,34.085
666,21.0461
667,39.7875
668,42.1102
669,49.1982
670,22.0936
671,44.0371
672,34.1684
673,43.0784
674,13.8645
675,51.2955
676,28.3027
677,27.7694
678,59.3086
679,48.8607
680,30.8681
681,66.1216
682,16.1825
683,85.3716
684,31.0948
685,15.4999
686,60.0814
687,75.7557
688,46.3475
689,56.3757
690,39.5022
691,70.5733
692,33.5338
693,68.2778
694,53.1766
695,47.7147
696,9.73306
697,36.0099
698,46.8219
699,34.0889
700,41.6543
701,45.7334
702,12.2107
703,14.9848
704,45.1049
705,26.9647
706,54.1389
707,33.1434
708,55.1076
709,80.4513
710,60.5505
711,34.1867
712,41.5497
713,45.2449
714,35.3071
715,41.6275
716,50.0206
717,54.2087
718,44.9077
719,57.6807
720,23.8986
721,80.3145
722,43.7641
723,39.4127
724,7.57328
725,82.7348
726,31.9487
727,30.4593
728,67.7261
729,43.3815
730,35.2804
731,36.1676
732,48.3139
733,45.9971
734,26.6685
735,47.0512
736,50.6502
737,43.9569
738,27.95
739,46.2776
740,36.1912
741,33.3163
742,48.0899
743,62.2584
744,33.5601
745,1.91629
746,38.2322
747,45.9388
748,45.4561
749,40.0588
750,83.8263
751,46.5332
752,58.4893
753,25.5267
754,81.59
755,36.2827
756,53.9216
757,35.1117
758,77.9602
759,67.8282
760,46.4957
761,26.8946
762,27.6678
763,36.3937
764,46.2362
765,50.5191
766,50.2563
767,53.6322
768,53.3728
769,35.4764
770,27.1267
771,19.9775
772,68.2221
773,35.8109
774,32.3363
775,64.8003
776,16.5619
777,79.5746
778,7.3035
779,58.2874
780,12.7138
781,51.678
782,40.4837
783,56.3399
784,38.6584
785,63.3928
786,62.3805
787,34.0515
788,20.4086
789,33.115
790,12.6013
791,42.5703
792,38.9405
793,14.6202
794,38.6938
795,55.1169
796,59.6238
797,63.7464
798,37.7642
799,28.6676
800,58.0545
801,77.4327
802,36.3151
803,-3.42529
804,44.7119
805,75.259
806,46.7725
807,36.2113
808,55.3213
809,80.703
810,34.7124
811,22.1616
812,54.7681
813,3.02523
814,17.5806
815,55.0779
816,84.7878
817,84.5249
818,63.3141
819,38.2873
820,1.48041
821,31.1102
822,36.6259
823,5.82395
824,34.3397
825,36.3764
826,39.2595
827,43.5854
828,40.7322
829,11.1178
830,35.5214
831,61.846
832,59.3314
833,62.7615
834,72.583
835,52.9192
836,31.1826
837,17.6853
838,42.0527
839,50.0658
840,15.6893
841,34.4548
842,44.2893
843,50.1652
844,43.5461
845,32.4545
846,74.7111
847,54.2551
848,51.0837
849,47.7431
850,47.4766
851,64.2688
852,60.9194
853,64.7445
854,49.3557
855,49.3546
856,21.1627
857,81.0804
858,38.7024
859,47.6952
860,21.59
861,28.8231
862,43.3377
863,28.4686
864,35.1252
865,48.5467
866,24.0079
867,46.2877
868,40.6882
869,15.8748
870,37.1455
871,56.7073
872,63.5928
873,52.0399
874,40.4344
875,41.6002
876,65.2355
877,55.8646
878,15.4447
879,75.591
880,37.1693
881,22.3201
882,75.0474
883,47.6606
884,60.9518
885,45.3731
886,43.5097
887,89.342
888,40.4741
889,64.3045
890,83.2386
891,16.7238
892,1.50782
893,62.2343
894,33.1293
895,60.4477
896,32.5113
897,60.2734
898,47.6548
899,39.6999
900,47.4139
901,75.1779
902,22.9907
903,54.7684
904,27.5519
905,30.4103
906,28.2638
907,56.9316
908,81.7959
909,65.4625
910,60.245
911,66.7167
912,53.4844
913,79.2949
914,74.9575
915,15.2407
916,9.30812
917,25.6101
918,55.5011
919,71.975
920,59.4864
921,55.1713
922,37.0753
923,4.68888
924,54.9716
925,44.8036
926,64.3417
927,79.2804
928,74.2197
929,26.407
930,43.2224
931,58.5026
932,67.3989
933,28.9548
934,40.6888
935,82.5038
936,85.9622
937,19.5527
938,31.2873
939,61.2024
940,48.3734
941,17.3008
942,88.3535
943,63.5337
944,43.7915
945,59.1409
946,17.7771
947,38.7893
948,13.9415
949,26.5949
950,62.8993
951,7.55684
952,57.1982
953,57.6225
954,7.75417
955,49.1152
956,29.9548
957,62.6182
958,15.8861
959,58.6761
960,54.7989
961,37.9594
962,60.1245
963,50.9091
964,34.729
965,40.694
966,3.48924
967,56.9271
968,21.4319
969,36.8531
970,79.6984
971,66.1173
972,32.4142
973,49.0467
974,61.1654
975,52.2904
976,50.3588
977,27.9516
978,26.7062
979,56.556
980,25.0813
981,39.567
982,40.7266
983,54.8482
984,68.3722
985,58.0093
986,24.4153
987,14.0599
988,57.4403
989,52.3435
990,81.5865
991,15.6938
992,56.6556
993,56.8609
994,8.26622
995,67.0789
996,27.125
997,53.4069
998,92.065
999,77.8127
1000,38.128
1001,38.1432
1002,36.3158
1003,58.2314
1004,41.7043
1005,36.4529
1006,33.0604
1007,53.2474
1008,84.3434
1009,39.7707
1010,39.142
1011,49.3472
1012,38.2697
1013,54.0525
1014,2.9602
1015,86.4648
1016,55.679
1017,7.64589
1018,44.1784
1019,26.3599
1020,45.9115
1021,80.2882
1022,43.5881
1023,29.8944
1024,50.4377
1025,33.5623
1026,48.2818
1027,42.7323
1028,29.4147
1029,82.6104
1030,22.889
1031,43.7156
1032,56.1778
1033,52.07
1034,29.8315
1035,50.3649
1036,67.8548
1037,45.6038
1038,63.7812
1039,48.7124
1040,78.3701
1041,22.1087
1042,12.5833
1043,19.5065
1044,38.2977
1045,39.6083
1046,49.6689
1047,55.5846
1048,44.051
1049,9.75106
1050,64.6018
1051,51.8814
1052,14.9111
1053,66.8063
1054,24.9227
1055,81.5569
1056,19.3489
1057,38.8005
1058,26.6815
1059,46.0593
1060,33.8692
1061,51.0169
1062,55.1402
1063,60.9789
1064,21.83
1065,51.7432
1066,51.6332
1067,21.2366
1068,28.7948
1069,76.9371
1070,65.5027
1071,53.7305
1072,25.9851
1073,50.117
1074,78.9495
1075,53.6985
1076,48.7679
1077,73.1185
1078,53.5035
1079,26.8615
1080,75.9928
1081,34.9858
1082,82.0504
1083,37.2626
1084,50.4241
1085,53.203
1086,39.371
1087,50.5167
1088,62.0582
1089,32.5997
1090,49.1178
1091,53.4543
1092,45.9369
1093,85.6575
1094,28.6839
1095,22.9827
1096,76.0925
1097,25.8452
1098,47.284
1099,39.8722
1100,28.9267
1101,33.8297
1102,37.5769
1103,52.8963
1104,62.0831
1105,26.7715
1106,37.4568
1107,36.4614
1108,66.9223
1109,52.6396
1110,35.6156
1111,54.8697
1112,41.5125
1113,35.5689
1114,40.776
1115,88.603
1116,10.2301
1117,51.4371
1118,71.5779
1119,86.2853
1120,22.6336
1121,32.783
1122,58.3364
1123,83.3626
1124,32.7993
1125,44.9346
1126,52.6856
1127,20.5281
1128,21.2175
1129,20.4595
1130,55.2367
1131,45.7331
1132,36.7795
1133,70.7325
1134,42.6597
1135,57.1414
1136,83.3211
1137,15.5139
1138,32.1
1139,55.312
1140,59.5234
1141,60.9806
1142,90.3373
1143,59.5561
1144,31.0825
1145,65.7549
1146,84.8902
1147,26.7138
1148,31.8987
1149,63.8078
1150,55.3616
1151,56.3209
1152,32.9499
1153,45.7876
1154,85.1384
1155,81.1605
1156,39.719
1157,79.472
1158,76.583
1159,54.8205
1160,51.4421
1161,60.2701
1162,50.8591
1163,67.3035
1164,51.1931
1165,12.6266
1166,31.4483
1167,39.5648
1168,30.507
1169,44.1665
1170,40.0876
1171,41.0631
1172,36.1453
1173,85.2694
1174,44.8556
1175,34.3651
1176,52.4216
1177,57.7657
1178,26.1221
1179,50.6162
1180,22.7061
1181,32.6286
1182,51.2607
1183,40.4223
1184,42.1499
1185,27.5091
1186,20.0239
1187,77.8645
1188,52.1733
1189,21.3279
1190,29.4259
1191,58.404
1192,16.5305
1193,88.8698
1194,88.3655
1195,81.4897
1196,50.2335
1197,10.9101
1198,14.0634
1199,34.486
1200,4.25478
1201,57.0681
1202,42.8592
1203,39.8747
1204,50.835
1205,3.76812
1206,33.1257
1207,40.9221
1208,77.3517
1209,36.2737
1210,30.9621
1211,81.4098
1212,75.0505
1213,38.3339
1214,60.6016
1215,53.9011
1216,44.4899
1217,32.2415
1218,57.6147
1219,30.4969
1220,49.227
1221,43.9019
1222,77.178
1223,45.9113
1224,38.4615
1225,80.1171
1226,37.9417
1227,50.9619
1228,60.1444
1229,58.7119
1230,59.3509
1231,83.933
1232,70.7695
1233,32.2811
1234,11.9522
1235,15.3978
1236,87.2382
1237,56.7209
1238,69.1213
1239,38.4325
1240,30.6005
1241,74.7551
1242,50.6481
1243,30.8745
1244,75.2176
1245,33.4365
1246,53.4914
1247,46.5151
1248,81.2577
1249,77.7491
1250,74.9773
1251,85.9109
1252,-3.46868
1253,57.1614
1254,74.0644
1255,31.7007
1256,33.8423
1257,70.3682
1258,68.4806
1259,80.7231
1260,50.2078
1261,64.314
1262,70.4308
1263,28.5852
1264,35.2098
1265,49.588
1266,42.1114
1267,35.8088
1268,84.6334
1269,43.7261
1270,56.6876
1271,42.2182
1272,66.87
1273,50.737
1274,47.26
1275,8.67075
1276,74.8425
1277,1.51743
1278,3.89846
1279,41.6331
1280,56.8916
1281,37.2654
1282,71.7184
1283,82.9591
1284,44.2152
1285,83.1138
1286,27.1507
1287,50.9811
1288,18.7415
1289,-14.0589
1290,71.4415
1291,67.1817
1292,50.1893
1293,71.3348
1294,33.2261
1295,10.9831
1296,75.0135
1297,73.0092
1298,46.4172
1299,30.1916
1300,26.1944
1301,51.7469
1302,34.64
1303,44.6708
1304,42.2947
1305,45.0814
1306,50.236
1307,23.1964
1308,24.6207
1309,52.4709
1310,44.9077
1311,44.7016
1312,57.8718
1313,37.9546
1314,54.6408
1315,49.4183
1316,52.1932
1317,17.6745
1318,76.9456
1319,7.28619
1320,31.3531
1321,52.2694
1322,65.3873
1323,4.73889
1324,20.999
1325,72.0837
1326,25.595
1327,57.8038
1328,65.3009
1329,7.17627
1330,31.8965
1331,28.8389
1332,40.9199
1333,47.8586
1334,37.6849
1335,43.976
1336,20.6902
1337,49.7724
1338,55.1923
1339,79.6938
1340,40.2072
1341,80.1207
1342,23.9717
1343,54.5216
1344,82.6449
1345,22.5415
1346,11.8411
1347,86.3787
1348,53.6393
1349,46.8052
1350,39.5994
1351,72.2052
1352,59.5143
1353,36.3456
1354,16.6179
1355,36.0102
1356,41.8245
1357,52.542
1358,34.944
1359,83.9536
1360,42.0924
1361,29.4314
1362,55.3659
1363,79.8333
1364,46.4215
1365,41.5078
1366,51.9784
1367,62.3408
1368,32.6596
1369,43.6608
1370,64.4603
1371,20.8365
1372,43.6441
1373,66.7436
1374,4.39966
1375,45.4134
1376,54.1823
1377,35.4211
1378,39.134
1379,67.8227
1380,78.1732
1381,45.3691
1382,63.1278
1383,55.7863
1384,31.3357
1385,81.1054
1386,49.8208
1387,48.6082
1388,18.3264
1389,47.305
1390,70.5287
1391,9.54523
1392,10.5371
1393,80.0974
1394,34.9295
1395,89.4796
1396,53.6462
1397,4.67764
1398,48.1385
1399,79.7037
1400,-5.22017
1401,74.0604
1402,37.5284
1403,59.7986
1404,41.9602
1405,54.7833
1406,35.6213
1407,44.3954
1408,42.4376
1409,76.315
1410,65.8543
1411,65.7649
1412,18.1718
1413,35.2583
1414,46.3068
1415,80.8045
1416,60.0526
1417,66.5826
1418,22.4725
1419,60.9876
1420,77.6467
1421,48.6532
1422,20.0377
1423,14.2375
1424,62.202
1425,48.0416
1426,25.0831
1427,82.499
1428,36.5884
1429,57.1696
1430,46.6366
1431,40.5353
1432,58.0162
1433,41.4699
1434,24.4409
1435,40.6739
1436,55.2308
1437,45.1783
1438,78.1073
1439,58.6523
1440,90.4288
1441,27.3587
1442,28.7473
1443,51.3164
1444,47.7145
1445,75.5825
1446,21.1389
1447,38.5048
1448,17.2809
1449,13.7327
1450,69.9209
1451,43.0101
1452,27.9327
1453,34.5349
1454,25.306
1455,67.7608
1456,44.2955
1457,56.0572
1458,49.555
1459,81.3729
1460,15.6696
1461,53.061
1462,84.0164
1463,72.626
1464,86.1827
1465,54.6307
1466,35.4346
1467,60.7095
1468,40.875
1469,45.1298
1470,40.2979
1471,79.323
1472,83.7374
1473,68.788
1474,52.4799
1475,71.665
1476,55.8544
1477,39.2754
1478,54.83
1479,55.0505
1480,25.1203
1481,52.2041
1482,38.8565
1483,86.4569
1484,35.6537
1485,55.6058
1486,8.90417
1487,43.5674
1488,43.0102
1489,51.2305
1490,39.4722
1491,53.656
1492,45.2403
1493,48.0286
1494,58.0418
1495,48.4105
1496,26.2753
1497,8.9854
1498,42.9449
1499,37.371
1500,73.9759
1501,52.6954
1502,10.0888
1503,48.6158
1504,46.6815
1505,81.5732
1506,37.1449
1507,11.5386
1508,45.9338
1509,9.95794
1510,37.0988
1511,41.3641
1512,75.4223
1513,87.9335
1514,31.0304
1515,17.9338
1516,47.3214
1517,40.4477
1518,55.8296
1519,36.4691
1520,8.58813
1521,20.066
1522,55.2204
1523,67.5098
1524,29.4164
1525,9.46744
1526,52.0238
1527,55.0944
1528,83.7595
1529,60.5209
1530,48.7075
1531,58.2154
1532,79.6005
1533,51.8223
1534,35.4342
1535,-4.90447
1536,9.61178
1537,66.0805
1538,34.6938
1539,28.1183
1540,54.5452
1541,90.2208
1542,21.6116
1543,27.3815
1544,65.7328
1545,65.635
1546,63.5133
1547,68.9257
1548,46.7148
1549,48.3439
1550,23.4483
1551,51.4686
1552,60.5927
1553,44.5715
1554,75.7395
1555,61.2243
1556,69.0568
1557,64.3002
1558,67.4152
1559,36.2806
1560,73.6639
1561,15.8671
1562,57.4627
1563,36.8986
1564,67.9122
1565,79.0255
1566,12.2193
1567,57.0946
1568,23.1596
1569,31.3008
1570,51.5687
1571,46.1169
1572,38.7519
1573,7.60804
1574,52.6288
1575,18.7865
1576,46.9105
1577,12.5177
1578,47.3807
1579,56.888
1580,27.9006
1581,54.6139
1582,13.2255
1583,58.1327
1584,39.0091
1585,68.2523
1586,63.2408
1587,29.0083
1588,66.773
1589,43.534
1590,79.4939
1591,8.20906
1592,40.9495
1593,19.8696
1594,72.6019
1595,60.8535
1596,42.9535
1597,32.7064
1598,28.743
1599,50.557
1600,51.5183
1601,80.55
1602,40.7214
1603,8.5084
1604,84.6991
1605,11.6616
1606,77.6821
1607,58.4467
1608,35.9898
1609,25.7355
1610,35.5707
1611,38.7644
1612,44.6075
1613,47.7989
1614,71.9946
1615,59.6828
1616,52.4143
1617,68.5904
1618,51.3447
1619,70.4889
1620,46.1404
1621,82.4225
1622,62.2894
1623,54.02
1624,45.3183
1625,28.5212
1626,79.9394
1627,10.4649
1628,41.8925
1629,22.4241
1630,28.8574
1631,64.3495
1632,47.1506
1633,66.3455
1634,54.0054
1635,42.5144
1636,46.7097
1637,48.4377
1638,78.004
1639,39.0036
1640,66.9556
1641,79.1298
1642,44.8794
1643,6.27864
1644,56.5279
1645,42.9975
1646,59.0445
1647,49.5295
1648,18.7188
1649,65.2521
1650,21.4692
1651,75.2809
1652,48.5496
1653,31.6177
1654,38.4814
1655,47.5809
1656,59.1381
1657,14.7898
1658,38.4398
1659,57.9107
1660,50.9677
1661,46.1079
1662,14.0858
1663,9.56691
1664,85.428
1665,79.2764
1666,63.6954
1667,32.7131
1668,41.6695
1669,51.2951
1670,95.5305
1671,62.8131
1672,73.2067
1673,68.6322
1674,52.0049
1675,53.9437
1676,38.2494
1677,47.9057
1678,30.377
1679,12.6669
1680,28.3833
1681,50.0217
1682,66.213
1683,43.2204
1684,38.7172
1685,35.5428
1686,41.2776
1687,38.23
1688,49.2196
1689,34.2417
1690,93.8514
1691,88.8044
1692,79.1806
1693,10.6169
1694,76.0988
1695,78.5021
1696,10.5327
1697,35.5638
1698,50.3149
1699,24.7737
1700,48.5254
1701,64.6072
1702,68.4473
1703,84.1472
1704,36.8401
1705,34.2153
1706,39.578
1707,27.2673
1708,47.9245
1709,29.0226
1710,54.4335
1711,70.4461
1712,42.0681
1713,54.9872
1714,53.925
1715,28.1867
1716,29.8061
1717,4.40722
1718,13.6699
1719,40.6232
1720,62.5702
1721,49.5694
1722,69.567
1723,36.4658
1724,88.073
1725,45.3719
1726,36.2836
1727,49.9588
1728,9.32186
1729,82.7143
1730,47.4412
1731,30.3366
1732,55.5252
1733,60.6886
1734,33.31
1735,40.0606
1736,28.1564
1737,75.7806
1738,42.6763
1739,56.8961
1740,38.8027
1741,63.4666
1742,84.3609
1743,27.9287
1744,47.8408
1745,76.2089
1746,77.6066
1747,53.947
1748,44.8731
1749,58.2541
1750,62.4997
1751,4.54697
1752,59.7919
1753,30.1922
1754,74.2318
1755,31.8658
1756,70.3825
1757,25.6914
1758,54.9099
1759,38.0151
1760,87.6946
1761,36.7023
1762,46.9209
1763,35.3138
1764,62.3658
1765,74.4054
1766,44.3824
1767,79.0382
1768,77.1228
1769,50.8488
1770,14.1476
1771,65.8825
1772,74.2402
1773,33.7777
1774,38.2745
1775,35.0747
1776,54.8665
1777,38.4279
1778,74.8302
1779,43.5001
1780,47.6456
1781,9.68552
1782,32.9705
1783,52.3716
1784,44.3742
1785,22.2024
1786,44.8239
1787,76.3443
1788,37.2795
1789,65.3144
1790,70.6568
1791,16.4501
1792,7.73805
1793,16.2814
1794,36.1987
1795,36.7798
1796,26.6242
1797,49.4153
1798,42.7928
1799,52.2289
1800,68.5316
1801,55.9424
1802,25.6805
1803,66.0528
1804,23.7118
1805,12.4615
1806,35.647
1807,54.5244
1808,46.9981
1809,26.9956
1810,46.6128
1811,34.0124
1812,37.6111
1813,60.7307
1814,4.42904
1815,46.6745
1816,38.1032
1817,11.758
1818,52.1313
1819,82.7688
1820,32.2729
1821,15.8013
1822,70.7838
1823,29.7634
1824,62.6574
1825,54.1186
1826,81.3559
1827,69.2085
1828,49.2176
1829,30.8231
1830,49.1505
1831,39.6662
1832,53.5534
1833,36.4471
1834,81.7317
1835,-0.755811
1836,87.0129
1837,82.3617
1838,69.558
1839,47.2229
1840,86.9472
1841,36.7807
1842,37.6903
1843,22.6421
1844,46.9236
1845,53.6963
1846,70.2357
1847,39.3674
1848,59.7053
1849,62.7725
1850,39.3494
1851,9.71615
1852,29.7298
1853,58.7151
1854,54.4734
1855,62.203
1856,54.8038
1857,74.8094
1858,90.6897
1859,79.0462
1860,28.3542
1861,69.0714
1862,52.2681
1863,41.0222
1864,78.6935
1865,76.7965
1866,45.4599
1867,37.4501
1868,46.477
1869,26.8447
1870,37.0103
1871,42.0679
1872,13.5473
1873,62.6512
1874,83.1971
1875,40.6454
1876,43.6689
1877,26.4275
1878,49.4641
1879,39.4013
1880,12.1322
1881,80.4449
1882,75.6277
1883,59.1928
1884,80.0813
1885,27.4478
1886,51.6823
1887,49.5221
1888,57.9604
1889,32.8914
1890,48.0455
1891,41.4852
1892,33.7855
1893,75.2162
